id,value,category
0,65.16636629272433,A
1,8.118414409529507,C
2,88.27611559327889,C
3,13.219132851543858,A
4,59.626166232453926,A
5,51.89108035328047,C
6,25.346655528765506,B
7,44.80425404358085,A
8,76.96263043097808,A
9,52.213847037466586,A
10,67.63853435762606,A
11,85.07480431488077,A
12,8.927586327142723,B
13,23.676788251750448,A
14,89.8832549703236,B
15,30.637304400873134,A
16,54.231576464476575,A
17,76.5969681232103,B
18,28.102704514826414,A
19,2.738064770334947,C
20,15.831058376659291,A
21,86.3665742506294,A
22,99.77560841108479,A
23,6.643856447225627,C
24,37.76490808962913,B
25,2.5226446706049788,C
26,82.36210633367286,C
27,56.57829616277637,A
28,0.7583484608362223,A
29,21.551726021218997,B
30,14.730246413412274,B
31,64.17046792860269,C
32,84.14991507428121,A
33,35.257637377150374,B
34,71.06333492310449,A
35,93.29443991818309,A
36,31.807655398171196,B
37,21.659912314641016,A
38,82.47098646055329,C
39,77.09744031211468,B
40,38.503679677123856,C
41,25.8455526897712,B
42,91.46657624228067,B
43,9.494868033615722,B
44,12.397425781413496,C
45,30.336306741661357,B
46,79.48690617968661,A
47,82.52546313383293,C
48,36.97121971179554,B
49,12.813107309199623,A
50,30.81234459303086,A
51,65.62444947589071,C
52,72.02293847172955,B
53,67.00626748718425,A
54,1.280893088076196,C
55,13.136799845509351,B
56,78.88853724030832,B
57,88.90200239222943,B
58,50.546103280034714,B
59,39.58021312812423,B
60,59.23809863340544,C
61,25.079559625305624,B
62,22.39021627413258,A
63,67.98281460334944,C
64,92.45128580947825,A
65,59.018126623951794,C
66,93.52253963928482,B
67,96.73322368570074,B
68,52.000256330402486,C
69,13.37817979200102,B
70,81.70141896096793,B
71,26.528061405210035,B
72,98.75130091464828,B
73,33.19707582771281,A
74,16.574995965732075,C
75,76.30993328817274,B
76,37.89992159802252,A
77,52.69571579675089,B
78,17.876202196623193,C
79,97.27418064451918,A
80,79.75353837622035,B
81,94.49105137399403,A
82,43.14670716243095,C
83,28.765441820313175,B
84,99.89085036286949,A
85,34.49374719027588,B
86,13.361913315326323,C
87,89.06377574892589,B
88,64.46642282272938,A
89,28.156582610700386,B
90,52.554483780936735,A
91,12.553556631654283,C
92,15.11953223545155,B
93,59.23776629415607,A
94,48.42915912832103,C
95,34.39464314855557,B
96,11.734531427280348,C
97,54.40027048354422,A
98,97.96954375932444,A
99,41.09354844448894,A
