id,value,category
0,0.7285702046612275,A
1,31.631763601115804,B
2,30.580503104382917,B
3,73.12544526484935,B
4,14.763434152485521,A
5,71.87321650402164,C
6,38.9250680976065,B
7,90.03952702577693,A
8,39.49856794402168,A
9,91.16206312439697,B
10,31.61604119656618,C
11,38.33641875351327,B
12,46.360137283828486,A
13,57.48170143624781,A
14,36.07204381344945,B
15,86.64065151345054,A
16,59.22170185771112,B
17,20.3301205484286,C
18,52.93204940722439,A
19,99.26180269517572,A
20,56.325200972374866,C
21,6.045568878923568,B
22,39.772411771770365,C
23,39.51104118859231,C
24,15.555703593313897,B
25,21.944917458459333,C
26,67.70204459770538,C
27,29.330742006170606,A
28,18.61991574586709,C
29,44.05121432660742,B
30,54.76409359169765,B
31,53.12139507175109,B
32,6.292534305180508,B
33,38.72466186494998,A
34,55.37773575146255,B
35,67.17543858358445,C
36,97.81181429709842,A
37,25.744895779887933,C
38,76.44986783794168,C
39,76.31903431115617,A
40,65.44678583449213,C
41,42.40099254401668,A
42,47.88714797822375,C
43,4.4203004615757,B
44,50.95003984077555,A
45,23.985004230875884,C
46,59.53253073551973,B
47,63.32542976113804,B
48,84.46612446697048,A
49,1.9120423661762698,C
50,63.4143719642271,A
51,14.239558788708361,B
52,38.74601484951623,C
53,55.40014516204407,B
54,93.73301409421285,B
55,86.57868640471868,B
56,68.11111530779466,C
57,39.48072035240088,C
58,80.14798891159742,C
59,3.5961158175954577,A
60,37.0970983782603,C
61,73.68860018123287,B
62,99.90676554899979,C
63,10.78675968462196,C
64,39.97351596121007,C
65,72.6261700786743,A
66,74.8685667302209,B
67,81.51847701928952,C
68,83.01181286756977,A
69,98.13426954303918,C
70,49.804765011667044,C
71,62.61310091789235,A
72,81.92652324670192,A
73,90.96043327291365,B
74,26.437250314037865,C
75,36.712359660299676,B
76,31.632998998297378,A
77,16.470894830536253,C
78,99.70933081911609,C
79,43.13386273854256,B
80,58.29512269872643,C
81,77.5658084172005,B
82,0.3541901195674324,A
83,95.59705907728357,C
84,68.58117289630765,A
85,13.793815567611123,C
86,57.59770976435512,A
87,60.65864092542227,C
88,29.717689910314228,A
89,58.534122310703815,C
90,15.406772772209909,C
91,1.4879594534418783,A
92,14.155256728377497,C
93,99.23724288022748,C
94,19.02467088179558,A
95,82.6511896462256,A
96,31.55312890875397,C
97,61.17026875599283,A
98,27.815374974570606,A
99,15.883058420248853,A
