id,value,category
0,76.69144588235253,A
1,53.459821654999814,A
2,30.903547758759252,B
3,49.52075631432802,B
4,14.194571672520839,A
5,79.40722409215522,C
6,76.54290002150665,C
7,14.683454875777823,C
8,59.42321730276676,B
9,50.23303802637322,A
10,34.28889257755488,B
11,53.161376498765065,C
12,36.656112755513334,C
13,7.146590085437898,A
14,58.57149997692712,C
15,92.97484897272845,C
16,94.87412085126934,A
17,70.95089080308816,C
18,21.440428884111174,B
19,9.2498325961359,A
20,25.482248307919363,A
21,82.63255858024844,B
22,41.50322162845044,B
23,9.613998081346187,C
24,33.27912183526014,C
25,38.88023374795496,C
26,53.20694906721306,C
27,24.062150214326984,B
28,28.27689063369766,B
29,60.60385199254915,A
30,46.78038999317005,A
31,86.07216340995554,B
32,42.900072208783335,A
33,87.67270218876834,B
34,91.8537761373548,C
35,79.73883079306158,B
36,14.931529915377407,C
37,64.56239230665149,B
38,37.08852195840422,A
39,33.2610817803118,B
40,35.057158186914265,C
41,80.66338976558787,B
42,78.3026177501482,C
43,45.13330329639379,C
44,94.0907558064824,B
45,41.15555548922701,B
46,71.4814467420949,C
47,24.64502832146753,C
48,7.029591998877526,B
49,85.20367866694298,B
50,13.568644690250453,A
51,3.7900270257442026,B
52,50.85400337096132,B
53,84.35730301355696,A
54,97.9444479767931,C
55,60.70801938713451,A
56,90.04416402175515,C
57,41.91529862744561,C
58,92.05884148116712,C
59,14.46503398597454,A
60,11.34735058259192,A
61,33.624210010959864,B
62,67.57051556970451,C
63,71.10953152015523,A
64,85.60760862844178,B
65,0.9248665740699602,B
66,17.35878411682814,C
67,46.37483063248722,B
68,44.543072208521515,C
69,55.57428931771704,A
70,19.998128090022938,C
71,40.87896533919827,B
72,24.777932466800934,B
73,27.36003619052969,B
74,90.49634227904501,A
75,53.08761434099233,B
76,59.118979799289384,A
77,58.94777808495293,B
78,85.75753291887736,C
79,5.578148030371411,B
80,10.60899849690311,A
81,84.79338858161967,B
82,41.786878146292906,B
83,46.76654824761223,B
84,9.387376640504097,A
85,53.20158949401003,C
86,89.47758543996048,A
87,60.32508493674538,C
88,23.96070849834243,B
89,7.4061664161100165,C
90,30.461181119468115,B
91,60.21627091437577,B
92,69.87552553499872,A
93,22.967101883772056,C
94,71.08684309278739,A
95,35.462771765535464,A
96,40.74709795798336,A
97,9.551398697385382,C
98,96.22351558413187,A
99,98.68324085248955,A
