id,value,category
0,9.727494954037141,B
1,58.27175663655291,A
2,87.54450605040051,A
3,78.89825566566424,C
4,81.31433988553113,B
5,38.319555981067744,A
6,38.9891893454545,B
7,0.25783279539582926,B
8,49.51259907248896,A
9,0.0986251783596126,B
10,88.95292247618912,A
11,78.64276710864557,A
12,73.28416019768709,B
13,45.80492635370233,B
14,58.87023030933673,A
15,8.153708454546804,C
16,43.78287035458682,B
17,71.11075649502202,B
18,59.588228231842145,B
19,59.29897533185214,B
20,41.82031515138219,B
21,2.3443391359380006,B
22,81.72542766391896,A
23,24.942301356687302,C
24,85.15370914762627,C
25,97.49273374696958,C
26,77.8104029544007,B
27,95.71229451991887,A
28,19.446847888021168,B
29,80.07712802360494,B
30,72.10897207136632,A
31,4.981266125116369,C
32,46.49655043066503,B
33,96.22224562690259,B
34,6.98226532977867,A
35,2.5233266166837853,A
36,32.02372937942853,B
37,63.00491972923168,B
38,45.860440352598616,C
39,44.931048659130745,A
40,62.793646855437146,B
41,12.635520376493902,C
42,54.14108876189441,A
43,65.8580487469899,A
44,5.796179272532786,C
45,61.81284691941114,C
46,91.59467083695854,C
47,81.48446557200478,B
48,92.5885025261759,A
49,35.758491784318814,A
50,2.0627618872250286,C
51,87.15747082853818,C
52,13.111793836149022,B
53,77.18257655328074,B
54,99.07183403334881,C
55,39.9369034282827,C
56,60.0952847920853,C
57,32.55124129056046,A
58,10.388130030012821,A
59,89.36920105144569,C
60,87.36720641049183,A
61,21.964688043929836,B
62,97.66135223243518,C
63,81.28339502980216,B
64,45.584407044094796,A
65,1.0089695224635653,C
66,71.06105534527141,B
67,21.599441719065204,C
68,75.94223117196375,B
69,80.91531271309847,B
70,14.947204834065598,A
71,37.24001586851811,A
72,43.24538005123253,B
73,40.46391592287518,A
74,8.801589836033031,A
75,46.85292262288178,B
76,87.19379861919934,B
77,82.54489296575312,C
78,20.751517862909097,A
79,71.92674428750479,A
80,42.280575510309006,B
81,30.790032519441425,C
82,20.01160497236947,C
83,44.58182335090953,B
84,80.92815198839772,C
85,18.84108403196334,C
86,37.259813662017216,B
87,51.61212550026158,B
88,52.22069006717335,A
89,57.38365008753392,A
90,0.31948624696588324,C
91,10.33161689336064,C
92,68.30925146034338,A
93,68.18424431979452,B
94,26.800502614368394,C
95,20.968099372623605,B
96,70.12048478641468,A
97,91.95078437542216,B
98,37.752441695992985,B
99,74.72154779594999,B
