id,value,category
0,50.887606304280794,B
1,70.83883806203879,A
2,14.288543243262408,C
3,83.806687179829,B
4,88.34700223248409,C
5,23.75670142750794,A
6,5.404215941674528,C
7,7.007268782889997,B
8,74.83376903750982,C
9,5.487220799871673,B
10,74.44637882849457,A
11,87.47220044239869,C
12,64.15891229159573,B
13,78.42300383361386,A
14,69.18371177083304,A
15,32.91964361578626,C
16,62.69933413639646,A
17,49.673086754037335,A
18,54.57150839322973,A
19,67.37886978029431,B
20,12.660944284215514,B
21,23.95393349502942,B
22,43.835897632790264,A
23,82.78758198555948,A
24,49.80567589428341,A
25,97.74640483236013,B
26,64.19911034457466,C
27,74.2188069877177,C
28,27.41478012856431,B
29,92.53577255574197,A
30,35.18843878355917,B
31,1.5279079003324036,C
32,9.710145591727748,A
33,5.526903409383255,A
34,18.45417467809476,B
35,44.239867141425925,B
36,90.7648888395771,B
37,16.049352841371167,C
38,86.49608289532577,B
39,45.271359065867514,A
40,26.439196918501608,A
41,94.92257601450684,B
42,33.81882871762082,A
43,31.50241064074468,B
44,99.93990537195018,C
45,98.29382557621459,A
46,96.35365145279172,C
47,69.08923526215402,B
48,41.72494150293402,B
49,37.877940250482624,B
50,46.51594305073296,C
51,41.56318527016928,B
52,18.504550360985085,B
53,85.59816817536353,C
54,93.93696738967336,A
55,5.723222818052687,A
56,27.397346773101983,C
57,79.86196249213738,B
58,54.59890489420736,C
59,54.178801695128065,A
60,25.81439898210107,A
61,3.2123799135006292,C
62,85.2582981629956,A
63,91.18720541411128,C
64,90.21623676672488,A
65,7.716942820314532,B
66,44.69424875417219,A
67,65.0916035762842,C
68,66.28466935082355,B
69,14.123677603764273,B
70,18.606429456187044,B
71,22.6058219627394,C
72,13.584768297550786,C
73,34.232677613224496,B
74,67.69045051704143,C
75,45.298028139271686,A
76,55.33174156288803,C
77,4.456808479574159,A
78,54.215304816047826,A
79,81.8837727729337,A
80,78.8049421009952,B
81,33.985547854726036,C
82,83.40516564352586,C
83,51.88949507120394,B
84,53.79745228120842,C
85,8.933093890315668,B
86,98.0179076137078,C
87,42.21723045604925,A
88,89.34716897988635,C
89,0.564346725809084,C
90,8.804795904577322,B
91,5.1421674201333705,A
92,58.14933927792508,B
93,61.55365417519941,A
94,35.554501966602736,B
95,35.91770567970538,A
96,66.31493041591708,A
97,63.86252520942715,A
98,38.09879365419603,A
99,26.062923110816914,B
