id,value,category
0,47.48353114941142,C
1,14.1846641751323,A
2,27.8717876501661,C
3,41.86576433331618,A
4,41.02530178780454,B
5,56.03618362874372,B
6,82.33460504758334,C
7,76.66786720690695,B
8,84.38980735565261,B
9,74.84116301321245,B
10,99.02930600044479,C
11,8.571230930207053,B
12,95.29163292722501,C
13,31.707355255316372,B
14,76.2683018274769,C
15,69.11840027087986,A
16,47.47626254935285,C
17,15.293178020602237,B
18,95.04974007066197,C
19,19.620324069545102,B
20,1.87269666823211,A
21,86.20068664432854,C
22,54.782457405969176,B
23,11.203138052913042,B
24,42.0270581150273,C
25,84.90708061249262,A
26,18.43699667786407,A
27,99.5729955119443,B
28,74.31843694849117,B
29,99.3312256073527,A
30,39.800137167897,B
31,54.63553689771757,B
32,37.77655516590428,C
33,64.56851255829291,A
34,79.25524701274547,A
35,49.51540737207583,C
36,37.24597761892545,A
37,62.73109350769593,B
38,59.86788003318518,C
39,94.97608250815433,A
40,25.70247450373223,B
41,92.53520264835018,B
42,28.513297718339203,B
43,4.195871468154566,C
44,21.132276016383354,C
45,71.82133224929744,B
46,77.52747625048674,B
47,24.492214696224536,A
48,13.394237811898668,C
49,94.55746306698268,A
50,55.15336835957476,C
51,51.16218180114803,C
52,8.422449980691638,C
53,91.05967475404184,C
54,48.55276303680306,C
55,57.80128924325025,B
56,17.321833834852562,C
57,44.213353190226556,C
58,3.3645903850505143,B
59,46.26638963944396,A
60,87.21447593666178,A
61,44.429129372335844,B
62,89.66454437401333,C
63,36.63507476690331,C
64,21.072539781120724,C
65,84.97995826081824,B
66,36.80240110679309,A
67,90.20069185901056,A
68,63.43320846198252,C
69,28.753102638132187,A
70,1.2785135271211945,A
71,44.4513209512979,B
72,3.1878633527564926,A
73,5.104711705569676,B
74,82.01503609266632,C
75,65.08878717105677,C
76,99.03381317813566,B
77,48.93306062557351,C
78,58.839117955896135,C
79,58.708223509174864,A
80,78.67126286304006,A
81,46.57810560116864,B
82,62.59454134420132,B
83,77.80264888566866,C
84,56.12152603302767,B
85,30.130698505916886,A
86,75.1632955664935,A
87,28.19406237275256,C
88,15.44735625063539,A
89,61.19508249248995,A
90,66.87450613175946,A
91,72.1369091813363,C
92,29.976713955653945,B
93,29.187399648087453,B
94,78.18904879084106,A
95,11.254221603646508,B
96,18.962155463491914,A
97,76.63998343051675,B
98,79.66783242360317,A
99,86.70949283976826,B
