id,value,category
0,93.52564054770671,A
1,12.217673663475404,B
2,52.42737076019613,B
3,37.26633109821134,A
4,47.56624816460516,C
5,40.39550465966529,A
6,14.077225635461843,C
7,4.380777917424094,A
8,94.65977808605471,C
9,69.80231049844498,B
10,56.769819373236544,C
11,11.704576340604223,B
12,76.9662955296521,C
13,68.69742537954524,C
14,23.84589029955829,B
15,31.825336705891793,B
16,48.25305392539067,C
17,40.74148247933165,B
18,62.676978897883586,C
19,14.302490701973703,C
20,84.17549119376044,C
21,25.556766683606757,A
22,83.3337200286424,A
23,59.80447262308104,A
24,43.13162003811478,A
25,81.56318441182428,C
26,0.886809393280763,C
27,81.33376281000777,A
28,41.05213158632416,B
29,31.56568368896292,C
30,49.4839693226942,C
31,57.71222154530571,A
32,72.30454885887139,C
33,82.32570577457136,B
34,7.533691387316576,C
35,59.74131056156998,C
36,8.221892169813927,B
37,59.25203806646788,B
38,79.16336035175823,B
39,55.82489917937211,B
40,88.76229364653547,B
41,82.53385774512905,A
42,93.44603099848466,C
43,46.056312094531805,A
44,3.030612731119442,B
45,72.91089558323314,C
46,53.50661347074666,A
47,4.96556796890435,A
48,49.642498164798084,C
49,86.71930001181852,A
50,22.020482359581028,A
51,99.2566660665091,B
52,65.48341780660762,A
53,0.8196060745002454,C
54,54.877557390715026,B
55,65.46678958329714,B
56,66.74698215992304,C
57,48.58079170554508,A
58,32.4988857943945,C
59,22.23924179844773,A
60,60.506963315208665,B
61,63.991004176710845,A
62,88.71574364830363,B
63,90.53763511920337,B
64,5.941496297500426,C
65,9.990334659987344,A
66,24.4272681536988,A
67,17.301466477710846,A
68,19.862934502524322,C
69,33.00240723715757,C
70,86.24021363046454,C
71,27.388378093706724,B
72,19.408434428254562,A
73,22.05396374064419,A
74,65.43314235904279,B
75,78.20330490255691,C
76,65.1595275401721,B
77,52.466978992607224,C
78,29.9356850633383,C
79,64.78301949859511,A
80,10.623691164159332,A
81,1.853274076281386,A
82,44.706074036278075,B
83,46.89771004237544,A
84,82.05768913251849,C
85,9.219460898801312,B
86,15.602574214702559,C
87,95.35896414724536,B
88,24.311371614629717,A
89,81.16444862302579,A
90,87.6104763366195,B
91,48.68908989867121,A
92,69.4322844559495,C
93,70.28713418819102,A
94,22.00287974256766,B
95,92.48616567580432,A
96,7.032715284580215,B
97,90.45689643227443,B
98,68.61187962045952,A
99,94.29079845120273,A
