id,value,category
0,6.29557974746251,C
1,36.158121586920764,B
2,34.03517468331224,C
3,54.79889589234743,B
4,89.92623105431477,C
5,34.177087253992845,A
6,73.04437013283876,B
7,42.98403475168375,A
8,86.00467281002452,A
9,14.7460666362498,C
10,73.58778982242053,C
11,50.88459741706498,C
12,96.40129945726618,A
13,50.036965867844174,C
14,80.43260711575067,A
15,20.48164397988954,B
16,9.232120717788428,C
17,75.89489682339334,B
18,99.72164999078122,B
19,66.14362813709259,B
20,72.04373460290036,B
21,21.017347405116872,A
22,89.60809836620392,A
23,17.194118129694623,C
24,4.168018108580118,B
25,32.65030381598385,A
26,84.56533518607036,C
27,43.29260611235313,B
28,38.33980176559402,C
29,23.723130744922504,B
30,26.844930871261518,B
31,0.8018868654791622,A
32,88.19226180788937,B
33,77.79388526472584,A
34,20.080585656920256,B
35,72.71405216922868,B
36,44.03333610585716,A
37,43.70980094704784,A
38,19.748192364020312,B
39,2.9835102294850646,C
40,72.45802998552996,C
41,94.35223057798936,A
42,31.40777042031425,C
43,41.17083144314723,B
44,14.131742695550653,A
45,75.1468847533513,C
46,28.730261065859906,B
47,69.69523137722965,C
48,44.758870125243746,C
49,45.007010884430244,B
50,92.63376039261378,A
51,71.40419733063466,B
52,44.579926006837276,C
53,32.465984369292556,A
54,41.003644435635714,B
55,8.857852503109353,C
56,26.51332698170189,B
57,8.141021629773103,A
58,19.143681596418205,B
59,72.37274434936523,C
60,25.48657916818139,C
61,96.16071211636356,A
62,20.09750699847592,C
63,79.73697447153167,B
64,44.90174660011763,C
65,1.388610678820179,B
66,40.37482302717348,C
67,72.24912374253539,B
68,88.32785073559954,A
69,0.4846289513159352,A
70,24.81801101451143,C
71,43.32429687562044,B
72,73.66640424710893,A
73,90.95030649904488,B
74,9.602922656291513,B
75,15.566710450460942,C
76,70.03701201636234,B
77,40.41044594283102,B
78,83.78579960637897,A
79,6.290715316810102,B
80,70.80856574640593,C
81,90.49846362738889,B
82,64.92862431066037,C
83,82.62375604802686,C
84,22.05354539189692,C
85,50.15095834342485,C
86,47.58770633462539,C
87,75.21730425647249,C
88,36.14040054141332,B
89,0.41185743236119565,B
90,57.42376159857548,A
91,82.14186928739484,A
92,75.71191983573709,A
93,21.75836823691015,C
94,41.43030457421991,B
95,74.0657365900426,A
96,42.37184292585797,B
97,88.72313976293633,B
98,34.9465146361569,A
99,52.867218387106504,C
