id,value,category
0,2.5051983230420682,C
1,71.89267307945762,A
2,65.88254511532544,C
3,95.83010955750485,C
4,73.86072959402065,B
5,5.7105627800366765,B
6,56.597914402676075,C
7,41.84912812985759,A
8,84.0219475314535,B
9,36.04117889883989,A
10,80.82528382258938,A
11,19.805845885464677,C
12,76.96512716400503,A
13,24.134004511932837,A
14,7.3860363097757675,C
15,63.62078110633108,B
16,44.95967323756946,C
17,22.35280684125498,A
18,64.08423952254395,C
19,53.43553587183676,B
20,57.31374129125207,C
21,48.61473970976144,C
22,24.808341760917006,B
23,31.00140722759367,A
24,16.490484231287816,C
25,2.315739148506313,C
26,76.54014031690241,A
27,78.94592964974706,A
28,79.47284192399388,C
29,35.40615153602855,C
30,2.0853635420972516,B
31,31.36295964674488,B
32,45.307013854352554,C
33,28.464170097901132,B
34,26.865630828568566,A
35,6.309787543929623,B
36,41.431343293089206,C
37,47.56480119956572,C
38,71.20413835517596,A
39,89.88476496918177,B
40,39.331954842912076,A
41,99.78908009275091,A
42,92.08489427059013,C
43,35.19937481511867,C
44,7.896061500768381,B
45,84.5462823913317,A
46,86.54498630111593,A
47,42.14114427149703,B
48,71.24396692955752,B
49,69.33121485301271,A
50,58.00116887948531,A
51,29.20345557766145,B
52,53.665843450676974,A
53,32.13448939343324,C
54,7.980708079358845,B
55,3.1180221334070723,C
56,46.667631873881575,A
57,36.568030467810544,A
58,82.10081293475186,A
59,46.70191037634239,A
60,43.58234723208224,B
61,0.6080054363755694,B
62,93.76854832912016,A
63,14.443729982629538,A
64,50.16303935352585,C
65,14.387314689341435,A
66,31.892806381275594,A
67,70.60762180219228,A
68,12.41331682011414,C
69,74.60454728760955,C
70,44.24200868876924,A
71,10.327906415176958,C
72,54.055750870987794,A
73,52.18045639744292,C
74,4.258542215654071,A
75,43.428744758212936,C
76,52.14591185076899,A
77,16.66541357515684,A
78,37.57201022518337,C
79,14.349607609244075,A
80,26.375678073667043,B
81,42.1668867441541,B
82,52.098209434507496,C
83,54.11738531005136,A
84,54.874118816509544,A
85,67.53178581392525,C
86,67.19774037890845,A
87,22.04512553334863,A
88,54.967753085404716,C
89,96.14593643237559,B
90,5.908728254968365,C
91,76.71809351882783,A
92,28.860613347776408,A
93,98.63744475637624,A
94,11.88672771800553,C
95,41.06989667933244,A
96,63.56564422991159,A
97,31.153122197817275,B
98,93.7331138341569,B
99,9.674396285070285,B
