id,value,category
0,40.64804314741952,B
1,96.38947923104514,A
2,7.909580245739523,A
3,30.3139202585356,C
4,39.42961029924389,A
5,95.9747004909472,C
6,23.512645580360847,B
7,46.88205869045915,B
8,43.878730873809744,A
9,16.803324582087587,B
10,11.498727575964175,C
11,98.6548640202779,B
12,3.671794805426365,C
13,65.04337701442559,A
14,68.88114775244146,A
15,25.670960477310224,A
16,85.41918546623656,A
17,16.397528322073395,C
18,73.80485615759333,C
19,47.460265146862014,B
20,74.01733687426912,C
21,87.58437988202667,C
22,62.455495162071294,B
23,68.89232899012258,B
24,77.4492339123362,A
25,85.37016027221954,A
26,20.226196937296503,B
27,73.60409442552778,C
28,11.64826985500672,C
29,46.584466085621365,C
30,81.49216190865408,C
31,95.4653973002467,C
32,70.7029116175718,C
33,39.98707418247967,A
34,33.47714626943213,B
35,68.00069629738374,A
36,55.797079967780924,B
37,2.638695902664323,A
38,46.96126975489443,B
39,54.111512132207494,A
40,0.8251229359796275,C
41,7.261136149049774,A
42,85.66158756031747,C
43,56.76806594102764,A
44,87.93071828197822,C
45,75.12797785510833,B
46,93.73451296396735,B
47,2.903522380111523,A
48,55.287619730071235,A
49,51.42568680667353,C
50,59.14295584406424,A
51,10.544452028977059,B
52,72.65908730127137,B
53,42.531247274775275,C
54,95.09246356217051,B
55,23.441243339961517,B
56,99.89561627964362,B
57,38.26594193805355,B
58,92.50769971594768,A
59,84.30470387398853,C
60,54.38124540164269,C
61,67.4867957602716,A
62,94.14954144991245,A
63,16.84086004360841,A
64,85.23427721798674,A
65,28.53283787027908,C
66,60.23338362832425,B
67,61.668180666282204,C
68,68.85354877422539,B
69,93.62571090487589,C
70,95.53552672114103,B
71,36.55882138245566,C
72,49.4177176518086,A
73,79.57318870624351,C
74,5.933548389097609,C
75,53.54972880772889,C
76,10.473001275343751,C
77,19.991576464675287,C
78,96.11827396315798,A
79,32.91196170360327,B
80,92.1444558335785,C
81,62.95931271257488,C
82,99.69919428212751,A
83,76.18861982353431,A
84,12.922282597891133,B
85,93.40390876861542,B
86,5.828536801191375,A
87,23.831506003908352,A
88,90.68815385004059,A
89,65.53135793076964,B
90,68.48957766179997,A
91,68.95983638105089,B
92,87.1092531543883,A
93,4.380142499455852,B
94,76.08948649862562,B
95,30.72659795257072,A
96,23.9342588699067,B
97,32.526306875791,B
98,48.81848019720872,A
99,59.1308876767155,A
