id,value,category
0,49.110552906387476,B
1,92.21738947882419,A
2,53.35901209699069,A
3,31.379538042137856,C
4,63.126381539885735,B
5,54.059738770819784,B
6,17.700194975164628,B
7,11.985994369661867,B
8,79.21202089236094,A
9,72.54643324557973,C
10,3.3821085073251433,B
11,75.73495822115716,B
12,42.81976207850558,C
13,87.82563033546758,A
14,38.96727999053503,C
15,43.42797913847011,B
16,54.895138204102565,B
17,29.743304290358495,C
18,37.67469054046389,B
19,26.737719678595706,B
20,97.86276078166031,B
21,58.9711282987054,B
22,42.694352827211226,B
23,70.8391793354272,A
24,5.328314240338261,B
25,37.99908230198169,C
26,70.98600363699876,A
27,46.07965874870542,C
28,46.95442020674779,C
29,12.623249102532984,C
30,60.65556069481881,C
31,21.698481138975577,A
32,60.16907994981163,C
33,60.33737771814549,B
34,60.32325282195692,A
35,38.93362339718968,C
36,27.117536897416095,B
37,49.0072028706271,C
38,44.78529097283284,B
39,5.837467139061681,C
40,43.71487220815175,B
41,2.333856920532773,C
42,85.14079504679978,C
43,52.72062850550498,B
44,7.670030875425082,C
45,37.40332579628873,A
46,39.984882687453485,C
47,65.80846556917386,C
48,41.45377996474697,C
49,26.648377551990077,C
50,60.415255021728754,B
51,37.92814811853091,C
52,85.59348051844302,C
53,69.49849100604185,B
54,8.002650128926858,A
55,90.45363385316291,B
56,93.10925541673271,A
57,45.807552045128055,C
58,92.40203186618207,A
59,31.389170591012928,B
60,78.18303809197693,C
61,73.73062917804843,A
62,13.083061326790679,B
63,49.05737193853972,C
64,82.74647226635724,B
65,99.68524179489158,B
66,76.05696476612127,A
67,45.213763838907475,C
68,29.292103830455176,C
69,82.16349383777862,A
70,37.24954905785268,B
71,49.0314592722233,A
72,61.0509177489291,C
73,70.86348258772813,B
74,63.700751137099275,A
75,85.39001979273286,A
76,77.45559039385763,C
77,24.474656937036286,C
78,35.55600648535658,C
79,95.51698728033894,C
80,20.649546008079124,C
81,46.131191517445544,C
82,99.9494999645604,A
83,17.265067250105993,B
84,4.748634796686202,A
85,3.5851931955247385,A
86,51.03715820749258,C
87,15.484545898350033,B
88,27.319872965372348,C
89,0.018450659683610926,A
90,5.834329221350276,B
91,28.33007890421073,C
92,74.67121839537761,C
93,65.88702375204204,A
94,30.996447094858727,C
95,59.29345928523353,A
96,45.772622699845336,C
97,61.351420837474336,A
98,80.82770489328895,B
99,97.9772326020787,A
