id,value,category
0,71.31671394728129,C
1,31.503865636746298,A
2,27.777846804152105,A
3,0.2106596237359093,A
4,30.283411892949797,C
5,85.71037701057809,C
6,35.983158919324985,B
7,8.071333144256643,C
8,82.91232225027521,B
9,35.41997579069533,A
10,50.30388343460485,B
11,7.416102926997059,A
12,4.1852662213663905,C
13,59.65772577473981,A
14,31.065440744603244,A
15,81.55379455066165,A
16,43.15705579009488,C
17,6.570900074593733,B
18,3.6914453136887793,C
19,71.2332113021945,A
20,15.195731568777294,A
21,51.352406418063026,B
22,74.85460817143061,A
23,46.19796350660469,A
24,37.93374664913301,A
25,18.066727159468808,C
26,88.63467984443749,C
27,26.711183424991702,C
28,85.9332342124381,A
29,76.31462142730577,A
30,29.54770216291517,B
31,12.018471969059519,A
32,29.892583118275795,C
33,2.112099779250398,A
34,48.66170496761404,B
35,35.260534286533826,A
36,17.60081685130662,A
37,71.64370761896916,A
38,85.18953396421728,B
39,76.1609233021424,C
40,21.57189742667802,C
41,84.25367027604787,C
42,46.337520609208696,B
43,7.781105989454873,C
44,75.00537860466451,B
45,84.99832743853013,B
46,43.809299657990564,C
47,65.62410809408549,C
48,71.22068137594708,A
49,53.322096762581,B
50,91.28867956717185,C
51,81.14018368628008,B
52,36.38498844127875,A
53,29.44613558057957,C
54,70.18264634648077,A
55,33.299439049989424,A
56,53.05754022707706,A
57,36.487836672227466,C
58,35.54571792638889,B
59,83.88905651314965,C
60,35.47223977487551,B
61,43.87125171263211,C
62,20.78626199040219,B
63,90.517003669158,A
64,57.23492799457092,A
65,44.7375274830807,A
66,38.202477866535645,B
67,64.95210893405485,A
68,77.28110053776808,C
69,28.058472511730503,B
70,72.20994017313446,A
71,46.988288877099734,A
72,25.62423976212661,A
73,81.68524468172428,A
74,37.947082559424295,A
75,7.778362043269738,C
76,39.171234908553465,A
77,78.88911300097085,B
78,18.105328631132835,A
79,92.01768785423269,A
80,74.57375681937427,A
81,46.023621176258956,A
82,68.21991580986499,A
83,17.649264182150215,C
84,53.03621749380268,A
85,19.512713368052225,C
86,3.1407703062672043,A
87,87.33126035473975,A
88,28.170655808962753,A
89,90.2414075549643,A
90,82.11674263508732,B
91,73.53813792523984,B
92,36.6856873897892,A
93,66.27860993912755,B
94,49.28913121236575,C
95,95.24822635988464,C
96,53.46084523313351,A
97,27.679697793032087,C
98,22.75934465032471,A
99,11.351961172166181,B
