id,value,category
0,17.81972217772173,B
1,96.81917030279894,A
2,94.76485628319408,A
3,47.45063171528202,C
4,45.6316232328487,B
5,65.16827673614213,C
6,39.04285080003243,A
7,8.080391911195884,A
8,17.27497689294496,A
9,32.56780625564121,C
10,85.83463007763227,B
11,27.81640062112717,A
12,3.3396818232813152,B
13,8.262232072540465,B
14,21.128272710691576,C
15,22.998938863834084,C
16,47.70690854208686,B
17,14.432991448811794,A
18,99.12649032200535,A
19,30.99517383906223,B
20,19.34112708085537,C
21,79.35430837570728,B
22,98.98224284597373,A
23,81.84255933124808,C
24,59.694181370363474,C
25,46.954941482790794,A
26,56.40421693593113,A
27,65.51534479734691,C
28,74.42884621163627,C
29,11.978715865779876,A
30,82.88781933779661,B
31,96.90192711563193,A
32,94.61831679431685,C
33,66.31517191033728,C
34,22.980557403024214,A
35,9.532962442023084,B
36,39.16875438787606,C
37,66.99244466056558,B
38,88.06681062324532,C
39,23.393917524552453,B
40,36.93687620402291,B
41,52.602225576586434,A
42,24.79752428427606,A
43,44.24167041501115,B
44,67.83355926141613,A
45,56.621665118973276,A
46,54.92063727909341,C
47,39.90878349098176,B
48,84.34553308683616,A
49,3.6056602538689475,B
50,81.50572298858413,A
51,48.085095353775344,B
52,63.56969340351443,B
53,38.20016797485445,B
54,38.82590640120692,A
55,92.22183405368519,B
56,0.28816762368348847,C
57,84.77505895900569,A
58,77.85907393033472,C
59,29.57852898818364,A
60,20.815907379015673,C
61,28.290205013595436,A
62,85.93274957678094,C
63,19.081687611085783,A
64,0.06285482424396305,B
65,57.843776356547906,B
66,82.42725937746255,C
67,9.478259307292491,C
68,48.014033533900246,B
69,48.10581117537336,B
70,19.965537732431883,B
71,20.490803241590783,A
72,71.09061755478375,C
73,69.20634879399545,C
74,17.491028871392047,C
75,79.21606673145459,C
76,32.20089218285924,B
77,97.44728393740317,C
78,72.43896508344012,B
79,14.669429437288883,A
80,1.5559255633252889,A
81,63.22582217063171,C
82,44.76437550649129,B
83,36.01094057147598,C
84,33.31653462442002,B
85,7.235823534034768,B
86,95.96997834883473,C
87,89.95341459390993,A
88,47.01598592817117,C
89,0.2069323432867476,A
90,9.55514366088892,A
91,46.65005995976833,B
92,6.995465853586835,C
93,32.0587493989644,C
94,23.684183271679426,B
95,34.982797948392644,A
96,80.69327734622578,C
97,99.43814818797343,A
98,45.84004406914072,A
99,87.37601134028917,B
