id,value,category
0,29.6239714920395,B
1,79.80766975830092,A
2,15.604411702886523,C
3,80.19296949364893,B
4,48.614231005631744,B
5,80.3805987951329,A
6,23.968443865418855,A
7,11.138519527692313,C
8,35.34971938809832,B
9,22.316356164030402,B
10,66.90279844479323,B
11,9.90545744500203,B
12,46.41438480877332,C
13,7.617696060591605,C
14,41.04340533347439,A
15,2.8048995900809337,B
16,55.10596613289723,C
17,51.60793779775964,B
18,77.74195378030811,B
19,21.692922387119175,A
20,34.746053955736386,B
21,3.498156917240569,B
22,59.054870076215984,A
23,50.00012708891223,A
24,36.25332890139495,C
25,97.89317991457283,B
26,6.9285545862692866,A
27,72.93868020524673,C
28,88.461606820069,B
29,24.08241986428157,A
30,71.7176486654287,A
31,79.27598811142383,B
32,23.695480590651652,C
33,61.70637305197172,B
34,0.11373117785247189,C
35,83.28751398785916,B
36,2.8509661102355865,B
37,9.38408430504608,A
38,45.90156414514811,A
39,44.371162005296526,A
40,24.255354227075532,A
41,41.224923961522386,B
42,15.50204951623424,B
43,73.97184854556298,A
44,32.62115347231489,B
45,79.88545855281937,C
46,86.69069477963787,B
47,59.26618203031465,A
48,65.46705937061839,A
49,98.55965248274828,C
50,94.15769488859247,C
51,96.8573414934995,A
52,33.794564926420435,A
53,91.51082506481858,B
54,16.104688692749292,B
55,15.364640401211727,B
56,25.227933400869773,C
57,7.951155304468482,C
58,25.893909617446788,B
59,64.76572109472389,A
60,7.4441171877491445,C
61,63.26977329430103,A
62,43.496466965538374,C
63,28.805786608446617,B
64,50.46820784967413,A
65,71.66317858527802,B
66,92.49357416782188,B
67,15.309647152106198,C
68,28.988670554146744,C
69,72.32232682497387,C
70,96.56737727161918,A
71,48.861967927882574,A
72,41.97429904824791,A
73,67.16059822620937,B
74,1.7786510744373651,C
75,75.56777693177989,A
76,39.65194599434086,B
77,8.733837919113851,A
78,38.25689536702757,A
79,46.954810196849174,B
80,0.8988351540213602,A
81,92.05406648320891,A
82,73.70433548698438,B
83,8.052694569589669,C
84,35.11611198380541,A
85,43.81554601129377,B
86,27.77461339659123,A
87,17.72649848103175,A
88,26.46931145036655,B
89,0.7369084190223085,A
90,96.08549007323369,C
91,81.02808190278171,C
92,54.61245964665166,C
93,79.24108750240363,B
94,22.874845772570673,B
95,4.530182437058783,C
96,9.946511917196531,C
97,17.94207592939593,C
98,38.68824195301954,C
99,70.5195527395449,A
