id,value,category
0,67.7300345158811,A
1,24.71686389691744,A
2,57.16707025203086,A
3,75.61947680251811,B
4,58.91145890901133,B
5,33.363768549585224,B
6,77.17084016552805,B
7,25.729950942277046,C
8,36.666406014096374,C
9,48.333218823078205,C
10,62.43109249200573,C
11,36.1049990494859,B
12,55.625994460036885,B
13,21.59963240523054,B
14,96.84781838185911,A
15,70.60789984477005,A
16,47.2921078498857,C
17,81.24402781417402,A
18,91.41635190426321,C
19,28.918157844582083,B
20,42.32692937522427,B
21,64.62318790572671,C
22,94.83720778389201,A
23,68.71823583143261,A
24,49.235057551905584,B
25,79.28268602676224,C
26,91.30533484253348,C
27,20.76080064423511,B
28,45.74468420759561,A
29,85.31789915130364,B
30,51.805733603831726,C
31,73.72776870018963,C
32,84.0268067795018,C
33,43.868507704003115,B
34,94.6648417478845,B
35,71.17916603538782,A
36,31.75332596310534,B
37,83.02162883680853,C
38,57.20793785085845,B
39,35.39447053129564,B
40,45.96343456649886,B
41,68.3187251529578,C
42,40.906550867133674,B
43,49.28865468203227,A
44,69.72854241723063,B
45,47.417378624632455,C
46,83.31675344567685,B
47,68.26955334222956,B
48,91.19223060723031,C
49,88.40266203804322,A
50,79.1336026193951,A
51,83.45471721887844,C
52,66.41271567432267,A
53,60.69856274816181,C
54,36.52585163708469,C
55,5.811516608465494,A
56,97.87252969789898,C
57,46.48520634809468,A
58,94.99179482311236,A
59,97.50809647671626,C
60,81.32588673486426,A
61,92.91177412732775,B
62,23.935647247126525,B
63,20.88356736981246,C
64,16.34023419190339,C
65,50.995063446909704,C
66,58.40555948859086,B
67,14.144040422407066,B
68,8.618791674774872,C
69,58.85165968869009,A
70,47.26712019415784,A
71,0.4260338419582177,C
72,14.328362554305052,C
73,70.45143136049384,B
74,28.54849161919467,A
75,16.388768430788758,C
76,83.33311772192829,B
77,29.421424030482836,A
78,30.80478236674712,A
79,35.28185042476852,B
80,80.91835863110516,A
81,5.536144013791877,C
82,81.06275098612954,B
83,64.31081377601637,B
84,36.98907049952903,B
85,76.90602911663063,A
86,39.01953138754576,B
87,50.69608240594743,B
88,69.35192343717291,A
89,35.714553233137366,B
90,36.853282107506594,C
91,31.060563283637123,C
92,89.9082676872261,C
93,55.543640179251376,A
94,99.74094806137904,C
95,90.96665798508835,B
96,27.181208707825842,B
97,34.711434333789846,B
98,33.09962113175473,B
99,34.11663559736032,B
