id,value,category
0,50.12823401184144,C
1,87.47084856072863,B
2,92.2976433272578,C
3,74.85675175074539,C
4,9.453167896484738,C
5,17.667524827603252,C
6,24.08540013644993,A
7,48.14187517011332,C
8,1.4576053357618246,C
9,12.503171246634825,A
10,99.18955352072423,C
11,42.323229424629204,B
12,92.03844912331799,C
13,33.81437000542103,B
14,94.86247728211913,A
15,15.851785780383299,A
16,33.21644990936055,A
17,2.636432457731086,B
18,79.93812262302053,C
19,55.22003900640961,C
20,5.875456274096003,C
21,74.05235766518705,B
22,87.34390001271791,C
23,87.25632623303942,B
24,18.476230238267032,A
25,52.07701335816537,A
26,8.642019630440856,A
27,55.8550046503487,B
28,42.504888440737,C
29,63.923939143436016,C
30,83.34840114544807,B
31,56.07724964977528,C
32,91.26528791362766,A
33,72.2480897533771,A
34,68.49033605491336,C
35,81.31684722202147,A
36,76.93799402820306,C
37,82.91989178410691,C
38,9.78939946453955,A
39,67.29582925746396,A
40,22.49518518923169,A
41,28.87454729592809,A
42,62.12613049781678,A
43,67.64604138278276,C
44,64.20571690650907,A
45,48.52654190189906,B
46,87.372474679307,A
47,13.827574349200145,C
48,96.63875971869523,C
49,76.83760945181143,A
50,75.8254622648457,C
51,93.62277863737722,C
52,8.156493513792384,B
53,64.97800398299186,C
54,92.51440300070871,C
55,82.59668084475078,C
56,9.372840478971344,B
57,69.16542736776289,A
58,41.811751976219746,A
59,89.25124872293596,B
60,69.61334602843502,B
61,49.02408694051547,B
62,8.93796426761886,A
63,56.97773583910273,B
64,66.34275776654587,A
65,65.61630976481233,A
66,12.113064907328896,B
67,0.19215036545253694,C
68,25.84109317721206,C
69,42.57164363570662,A
70,32.516110581133375,C
71,82.28832411378697,C
72,71.13445912317586,A
73,93.14943640235134,B
74,60.865862312444655,A
75,5.749468576465855,C
76,10.25489632711155,C
77,71.5990648643133,B
78,55.54800920631781,B
79,26.685077482900265,B
80,20.36629299154068,B
81,68.94323233826097,A
82,79.38561652870276,C
83,94.04414888776273,A
84,42.887689240302926,C
85,41.4204641771438,A
86,25.54001289056176,B
87,44.93033126440018,A
88,95.33336628931319,B
89,97.46054403214907,B
90,17.502629028182646,C
91,29.82959700913723,B
92,75.75303875795004,B
93,50.42441113915221,B
94,99.58980610927067,B
95,97.05152309423967,A
96,89.46661110821317,C
97,92.94703479748166,C
98,18.10227629907073,C
99,71.30790905351282,A
