id,value,category
0,44.13420093644178,A
1,94.79510608918642,B
2,45.710752332899126,A
3,96.39913497403143,A
4,28.046045680756293,C
5,12.065662110100927,C
6,60.22310205620091,A
7,38.59211505310739,A
8,21.812433482309945,B
9,67.40579113208285,A
10,29.017239447134013,B
11,18.797822294962486,C
12,66.67726964187379,C
13,69.48474970588518,C
14,79.27277653082345,A
15,31.386778431848395,A
16,61.50632895025369,C
17,99.59245841788953,B
18,64.69852176919723,B
19,46.375546623402506,B
20,90.57687840774402,C
21,93.953343107018,A
22,61.21233754832949,A
23,82.98817876117319,C
24,22.78141988972121,A
25,52.33690683915187,B
26,97.88552141847914,B
27,7.138949253574944,B
28,49.170915231786196,A
29,57.316357741312466,A
30,82.00616673989141,B
31,70.34614473371633,B
32,12.284450029760151,C
33,46.6428819455477,C
34,15.14639566085233,A
35,51.0211577044828,C
36,27.218778516089625,C
37,23.264486002199458,B
38,3.837123506387752,B
39,94.08551700142299,B
40,34.24700566834369,A
41,63.97171079258066,C
42,0.5828747086624064,A
43,68.17249740752099,C
44,55.170774218326756,C
45,68.0284717340262,B
46,36.8089698511721,B
47,92.8883191481621,A
48,69.78028763903706,B
49,84.57411614704255,B
50,10.653977919572299,A
51,83.23086157688243,A
52,83.30391358637127,C
53,54.1691285191815,C
54,59.400948312963756,A
55,63.21313370577021,A
56,18.840381146545226,A
57,13.878918760202474,C
58,61.09996513061222,C
59,92.6538578063591,C
60,46.45458288579968,B
61,61.6492280235783,C
62,70.8687538462998,C
63,32.27188663833698,A
64,14.731335910642251,A
65,55.596019813635934,B
66,62.29120967039516,B
67,51.166355874407856,A
68,90.31437220831498,C
69,92.06492536165212,A
70,33.68141547939987,B
71,90.5921020091678,C
72,4.131965654176195,A
73,23.5714194559014,A
74,17.73897566432131,C
75,85.57430865122983,C
76,55.45024433522321,A
77,0.35389821836725455,C
78,64.91429927504107,C
79,12.61891978078845,A
80,2.5882535976598953,C
81,83.26484066198856,A
82,51.62967304083052,A
83,3.6322381119245573,A
84,50.31005431601566,A
85,77.73273222062323,C
86,36.14311767091134,A
87,66.15240992259734,C
88,37.35669430480196,B
89,5.820483724769554,A
90,40.44532293750025,B
91,50.90382407299363,A
92,76.77737779995007,C
93,84.46199092425563,B
94,11.893567159046103,B
95,69.17096291811905,C
96,67.2811702662354,C
97,66.48155763607404,B
98,43.992904835317226,C
99,37.39007755871708,B
