id,value,category
0,56.5182775562031,B
1,39.24632811400479,B
2,70.46916871041225,C
3,72.74823280982278,C
4,97.50515495612383,B
5,1.0070944415484506,B
6,42.26142300035196,C
7,73.96908217809835,B
8,57.439943774085656,A
9,78.45528486574693,B
10,6.483883950463598,A
11,15.406880653073362,B
12,41.53069250961651,B
13,96.33968879144426,A
14,51.711081679218715,C
15,36.3024917740922,C
16,72.31321703568476,A
17,41.83875393654046,B
18,46.715578185009086,C
19,77.33586776049374,B
20,95.38531701756263,C
21,91.83200539288012,B
22,86.6366252917859,C
23,17.165998898688194,A
24,89.71008358226472,C
25,44.38727454125979,C
26,60.64210215122772,B
27,99.8909186893488,A
28,4.9523678501580015,C
29,39.70799859468188,B
30,36.664814783098365,A
31,44.02521054233986,A
32,76.5443601691954,C
33,59.85999279352308,B
34,70.99270755415105,A
35,21.342838806994212,A
36,28.859110199436564,C
37,8.336646704610494,C
38,93.42039111223292,B
39,21.828601137559655,A
40,57.56874044471707,C
41,7.329988924807118,B
42,90.81462470943073,A
43,29.444146314410137,B
44,59.60305387828239,A
45,12.852875773737582,A
46,31.10603621888517,B
47,97.15261664139523,C
48,68.59872225444896,C
49,77.1519876890817,B
50,80.46809534857178,B
51,82.31206999648934,A
52,5.999812277213989,A
53,14.924255257184239,C
54,0.05237654007276271,A
55,29.745495401877587,C
56,63.63391968339693,A
57,32.250794016564186,A
58,29.177223378253224,C
59,51.12808285538932,C
60,91.37654313227156,B
61,80.69889348341587,C
62,67.87601734922674,C
63,89.42734267054149,B
64,33.12886206243654,C
65,94.7579323776534,C
66,84.8112725273788,A
67,33.757094826371116,B
68,11.441504818965132,B
69,27.190127918260853,C
70,91.81687894772011,A
71,73.94964590599322,A
72,71.90398876665662,B
73,65.45825561677924,A
74,95.77109195564503,A
75,91.00942634229666,A
76,91.57232250452458,A
77,93.73256069948468,C
78,77.25264057065516,B
79,0.9657247407325653,A
80,97.11420119777917,B
81,61.669613413894616,C
82,18.760640908529325,B
83,81.17443890065461,A
84,92.54711870487196,A
85,27.092505834005475,C
86,76.32097367050577,B
87,97.83515853850788,C
88,86.69339221278362,B
89,59.84204693910337,A
90,66.06586263800772,B
91,78.0569898275561,C
92,53.1610122188243,A
93,95.2809930422443,B
94,21.641847987634034,B
95,28.527958718847835,A
96,87.57862948282067,B
97,13.653668617414816,A
98,68.47542244456089,B
99,50.271346865860934,A
